City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Sal Rei,CV,16.1833,-22.9167,84.76,61,20,18.41,few clouds
449,Gannan,CN,47.9147,123.5031,58.53,96,100,7.67,overcast clouds
450,Komatsushima,JP,34.0,134.5833,71.56,78,75,4.61,broken clouds
451,Santa Lucia,ES,27.9117,-15.5407,68.76,77,20,19.57,few clouds
452,Dunedin,NZ,-45.8742,170.5036,35.8,83,9,4.72,clear sky
453,Udachnyy,RU,66.4167,112.4,27.41,85,39,7.9,scattered clouds
454,Gumdag,TM,39.2061,54.5906,63.68,57,6,6.8,clear sky
455,Mtimbira,TZ,-8.7833,36.35,77.14,42,53,3.62,broken clouds
456,Eyl,SO,7.9803,49.8164,79.52,77,97,20.76,overcast clouds
457,Oranjemund,NA,-28.55,16.4333,56.7,97,64,7.38,broken clouds
458,Nisia Floresta,BR,-6.0911,-35.2086,85.01,67,33,16.82,scattered clouds
459,Saint-Pierre,RE,-21.3393,55.4781,71.28,80,40,12.66,light rain
460,Kontagora,NG,10.3999,5.4695,77.97,74,77,4.41,broken clouds
461,Te Anau,NZ,-45.4167,167.7167,30.9,92,15,1.21,few clouds
462,Taiyuan,CN,37.8694,112.5603,60.66,88,90,0.0,mist
463,Wageningen,NL,51.9667,5.6667,67.17,88,90,3.44,overcast clouds
464,Yulin,CN,22.6333,110.15,75.7,88,1,2.26,light rain
465,Tari,NG,12.4086,4.4914,85.78,49,9,8.1,clear sky
466,Tomatlan,MX,19.9333,-105.25,89.2,58,91,5.79,overcast clouds
467,Pulaski,US,34.7668,-92.3001,90.01,42,20,3.44,few clouds
468,Zanjan,IR,36.6736,48.4787,50.7,65,10,7.02,clear sky
469,Severodvinsk,RU,64.5635,39.8302,39.31,91,100,2.66,overcast clouds
470,Sobolevo,RU,54.4299,31.8996,44.29,95,14,10.83,few clouds
471,Bamiantong,CN,44.9333,130.5333,58.86,93,100,3.78,overcast clouds
472,Grindavik,IS,63.8424,-22.4338,44.55,81,75,25.32,broken clouds
473,Quatre Cocos,MU,-20.2078,57.7625,71.71,85,58,15.17,light rain
474,Am Timan,TD,11.0297,20.2827,69.06,88,100,7.83,overcast clouds
475,Topeka,US,39.0483,-95.678,95.11,32,1,8.99,clear sky
476,Mahibadhoo,MV,3.7833,72.9667,81.72,73,100,20.27,overcast clouds
477,Fukue,JP,32.6881,128.8419,74.53,81,19,13.49,few clouds
478,Saint Anthony,US,45.0205,-93.218,80.91,52,1,3.0,clear sky
479,Moerai,PF,-22.4333,-151.3333,75.56,87,100,11.48,overcast clouds
480,Russkiy Aktash,RU,55.0384,52.1214,47.55,79,100,7.52,overcast clouds
481,Stephenville,US,32.2207,-98.2023,88.14,29,1,9.22,clear sky
482,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,94.1,17,0,5.12,clear sky
483,Goulburn,AU,-34.75,149.7167,42.66,84,46,5.1,scattered clouds
484,Ahipara,NZ,-35.1667,173.1667,50.94,83,99,7.29,overcast clouds
485,Christchurch,NZ,-43.5333,172.6333,39.99,89,90,1.99,overcast clouds
486,Richards Bay,ZA,-28.783,32.0377,66.18,91,86,5.5,overcast clouds
487,Clovis,US,36.8252,-119.7029,91.47,48,75,1.01,broken clouds
488,Biabou,VC,13.2,-61.1333,80.6,83,75,5.75,light rain
489,Tortosa,ES,40.8125,0.5216,76.06,61,100,4.36,overcast clouds
490,Turayf,SA,31.6725,38.6637,75.45,29,0,11.5,clear sky
491,Nieuw Amsterdam,SR,5.8833,-55.0833,93.36,69,40,8.05,scattered clouds
492,Toktogul,KG,41.8708,72.9402,69.1,25,0,1.39,clear sky
493,Srednekolymsk,RU,67.45,153.6833,32.85,97,100,19.46,light snow
494,Lexington,US,37.9887,-84.4777,75.09,44,1,1.01,clear sky
495,Oktyabrskoye,RU,43.0645,44.7417,46.54,93,0,4.47,clear sky
496,Brae,GB,60.3964,-1.353,55.31,95,100,25.64,overcast clouds
497,Santa Fe,AR,-31.6333,-60.7,88.0,28,0,4.0,clear sky
498,Evensk,RU,61.95,159.2333,36.32,79,71,10.0,broken clouds
499,Ust-Kulom,RU,61.6864,53.6902,38.07,97,100,9.78,overcast clouds
500,Tawang,IN,27.5833,91.8667,51.87,93,61,3.65,broken clouds
501,Bloomsburg,US,41.0037,-76.4549,73.29,47,12,3.0,few clouds
502,Benguela,AO,-12.5763,13.4055,70.77,78,5,7.74,clear sky
503,Portobelo,PA,9.55,-79.65,86.41,79,95,4.65,overcast clouds
504,Mikkeli,FI,61.6886,27.2723,37.51,100,90,0.0,overcast clouds
505,Waingapu,ID,-9.6567,120.2641,74.73,81,80,7.02,broken clouds
506,El Jicaro,GT,14.9167,-89.9,89.13,70,87,3.42,overcast clouds
507,Hofn,IS,64.2539,-15.2082,43.95,74,50,5.46,scattered clouds
508,Husavik,IS,66.0449,-17.3389,40.91,99,100,29.82,light rain
509,Tura,IN,25.5198,90.2201,76.14,87,39,3.09,scattered clouds
510,Emba,KZ,48.8264,58.1442,51.26,70,12,10.2,few clouds
511,Doha,QA,25.2867,51.5333,89.58,44,5,12.66,clear sky
512,Jurm,AF,36.8648,70.8342,60.64,18,0,1.23,clear sky
513,Kundiawa,PG,-6.0167,144.9667,59.5,98,75,1.81,broken clouds
514,Sovetskiy,RU,61.3614,63.5842,33.89,80,100,7.11,overcast clouds
515,Maturin,VE,9.75,-63.1767,92.21,46,10,4.79,clear sky
516,Mogadishu,SO,2.0371,45.3438,78.19,82,21,18.72,few clouds
517,Minab,IR,27.1467,57.0801,89.1,65,1,3.69,clear sky
518,Sokna,NO,60.24,9.9235,56.5,96,42,2.17,scattered clouds
519,Haverfordwest,GB,51.8017,-4.9691,65.16,91,100,5.01,overcast clouds
520,Storforshei,NO,66.4043,14.5233,48.65,100,75,1.14,mist
521,Kastamonu,TR,41.5,33.6667,51.78,78,0,1.72,clear sky
522,Fussa,JP,35.7367,139.3236,65.61,81,1,4.61,clear sky
523,Kiama,AU,-34.6833,150.8667,53.38,90,97,1.01,overcast clouds
524,Calbuco,CL,-41.768,-73.1273,54.61,50,6,5.91,clear sky
525,Catamarca,AR,-28.4696,-65.7852,94.5,28,0,1.01,clear sky
526,Dawson Creek,CA,55.7666,-120.2362,51.44,87,90,2.3,overcast clouds
527,Biltine,TD,14.5333,20.9167,85.24,42,100,9.53,overcast clouds
528,Fairbanks,US,64.8378,-147.7164,32.09,91,75,4.61,mist
529,Yambio,SS,4.5721,28.3955,69.35,92,100,1.83,overcast clouds
530,Dawlatabad,AF,36.4141,64.9053,75.7,23,0,11.1,clear sky
531,Aljezur,PT,37.3191,-8.8033,65.79,77,100,7.45,overcast clouds
532,Iquitos,PE,-3.7481,-73.2472,87.84,58,40,3.44,scattered clouds
533,Westport,US,41.1415,-73.3579,73.89,51,2,4.0,clear sky
534,Tigil,RU,57.8,158.6667,43.21,86,100,1.61,overcast clouds
535,Urumqi,CN,43.801,87.6005,50.95,35,0,2.24,clear sky
536,Hede,CN,33.7681,120.2517,69.53,94,18,8.01,moderate rain
537,Beisfjord,NO,68.3751,17.5988,53.26,90,100,7.05,overcast clouds
538,Saint-Joseph,RE,-21.3667,55.6167,70.18,84,46,13.27,light rain
539,Hamilton,US,39.1834,-84.5333,77.22,41,1,1.01,clear sky
540,Praia,CV,14.9215,-23.5087,82.94,69,75,14.97,broken clouds
541,Lobito,AO,-12.3481,13.5456,70.93,79,6,8.97,clear sky
542,Abu Dhabi,AE,24.4667,54.3667,91.51,52,0,11.5,clear sky
543,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,100,90,11.5,mist
544,Harnosand,SE,62.6323,17.9379,50.0,85,79,8.16,broken clouds
545,Arboledas,CO,7.6423,-72.7994,93.36,45,58,6.64,broken clouds
546,Kovrov,RU,56.3572,41.3192,47.12,95,100,8.43,light rain
547,Antsla,EE,57.8256,26.5406,45.55,94,6,3.96,clear sky
548,Moose Jaw,CA,50.4001,-105.5344,71.29,30,100,10.36,overcast clouds
549,Tezu,IN,27.9167,96.1667,76.44,78,30,5.12,scattered clouds
550,Binzhou,CN,37.3667,118.0167,66.15,99,100,5.59,light rain
551,Byron Bay,AU,-28.65,153.6167,58.89,65,100,10.98,light rain
552,Dali,CN,25.7,100.1833,59.13,91,88,2.8,overcast clouds
553,Tabou,CI,4.423,-7.3528,74.98,92,100,5.88,moderate rain
554,Muscat,OM,23.6139,58.5922,87.82,59,4,6.13,clear sky
555,Horadiz,AZ,39.4488,47.3353,56.17,41,0,2.86,clear sky
556,Porciuncula,BR,-20.9628,-42.0408,92.14,31,1,11.32,clear sky
557,Sinnamary,GF,5.3833,-52.95,86.27,64,10,13.82,clear sky
558,Bay Roberts,CA,47.5999,-53.2648,64.44,74,100,1.99,overcast clouds
559,Dongli,CN,23.5656,116.8194,76.98,100,20,0.0,light rain
560,Waitati,NZ,-45.75,170.5667,35.8,83,8,3.31,clear sky
561,Palmeiras De Goias,BR,-16.805,-49.9258,83.64,44,61,5.57,broken clouds
562,Puerto Escondido,MX,15.85,-97.0667,87.26,63,94,6.29,overcast clouds
563,Jabinyanah,TN,35.035,10.9081,82.2,72,34,9.66,scattered clouds
564,Kavaratti,IN,10.5669,72.642,81.12,81,100,23.17,overcast clouds
565,Kansanshi,ZM,-12.0951,26.4273,70.45,30,89,2.75,overcast clouds
566,Tepoztlan,MX,18.9833,-99.1,78.28,73,86,6.49,overcast clouds
567,Hobyo,SO,5.3505,48.5268,78.37,78,28,26.55,scattered clouds
568,Coahuayana,MX,18.7333,-103.6833,89.08,62,100,5.57,overcast clouds
569,Gold Coast,AU,-28.0,153.4333,61.25,93,75,4.0,light intensity shower rain
570,Nakhon Phanom,TH,17.3333,104.4167,71.73,92,40,3.27,scattered clouds
571,Karasuk,RU,53.7377,78.0403,36.32,78,99,7.34,overcast clouds
572,Megion,RU,61.0296,76.1136,33.82,82,7,8.21,clear sky
573,Santo Angelo,BR,-28.2992,-54.2631,80.98,39,0,3.85,clear sky
574,Oxford,GB,51.7522,-1.256,64.67,79,20,10.36,few clouds
575,Ha Tinh,VN,18.3333,105.9,74.71,94,61,4.36,broken clouds
576,Manggar,ID,-2.8833,108.2667,80.53,78,100,4.65,overcast clouds
577,Raseiniai,LT,55.3736,23.1217,45.05,77,10,6.49,clear sky
578,Hay River,CA,60.8156,-115.7999,46.36,76,75,10.36,broken clouds
579,Bonthe,SL,7.5264,-12.505,77.29,88,100,7.61,light rain
580,Campos,BR,-21.75,-41.3,80.65,54,0,20.71,clear sky
581,Cazones,MX,20.7167,-97.3167,84.54,67,39,4.92,scattered clouds
582,Nelson Bay,AU,-32.7167,152.15,53.96,91,7,8.77,clear sky
583,Annandale,US,38.8304,-77.1964,76.05,43,1,1.01,clear sky
584,Andros Town,BS,24.7,-77.7667,84.16,65,95,10.69,light rain
585,Bandundu,CD,-3.3167,17.3667,79.45,65,57,3.02,light rain
586,Naze,JP,28.3667,129.4833,77.22,83,16,11.07,few clouds
587,The Valley,AI,18.217,-63.0578,91.26,70,40,9.22,scattered clouds
588,Neuquen,AR,-38.9516,-68.0591,60.69,29,0,4.61,clear sky
589,Roma,US,43.2128,-75.4557,69.87,48,34,5.99,scattered clouds
590,Benicarlo,ES,40.4165,0.4271,72.55,71,100,6.02,overcast clouds
591,Awbari,LY,26.5921,12.7805,80.33,22,0,6.06,clear sky
592,Beya,RU,53.0533,90.9139,29.89,82,31,11.1,scattered clouds
593,Mogadouro,PT,41.3403,-6.7119,63.79,60,99,5.37,overcast clouds
594,Virginia Beach,US,36.8529,-75.978,76.05,46,0,1.99,clear sky
595,Pangai,TO,-19.8,-174.35,64.51,77,40,2.3,scattered clouds
596,Puerto Gaitan,CO,4.3133,-72.0816,88.43,54,62,5.37,broken clouds
597,Deep River,CA,46.1001,-77.4995,63.43,49,87,10.56,overcast clouds
598,Wembley,AU,-31.9333,115.8,56.19,95,20,3.44,fog
599,Tema,GH,5.667,-0.0166,79.21,83,40,4.61,scattered clouds
600,Guantanamo,CU,20.1444,-75.2092,86.47,53,68,8.5,broken clouds
601,Ozinki,RU,51.1786,49.6769,51.31,87,100,9.89,light rain
602,Bundaberg,AU,-24.85,152.35,68.22,93,90,3.0,overcast clouds
603,Berlevag,NO,70.8578,29.0864,48.15,71,75,17.27,light rain
604,Rudbar,AF,30.15,62.6,83.82,9,0,2.77,clear sky
605,Martapura,ID,-3.4167,114.85,75.29,100,75,1.14,mist
606,Hami,CN,42.8,93.45,63.28,20,0,5.5,clear sky
607,Bealanana,MG,-14.55,48.7333,57.4,94,84,4.76,broken clouds
608,Springbok,ZA,-29.6643,17.8865,66.51,44,3,4.12,clear sky
609,Korla,CN,41.7597,86.1469,63.66,26,0,3.49,clear sky
610,Zastron,ZA,-30.3023,27.084,67.33,15,4,4.34,clear sky
611,Auki,SB,-8.7676,160.7034,76.55,88,100,3.42,overcast clouds
612,Luan,CH,46.3592,6.9759,56.37,86,16,1.63,few clouds
613,Slantsy,RU,59.1182,28.0914,44.29,95,0,4.27,clear sky
614,Wanning,CN,18.8003,110.3967,78.8,87,21,2.33,few clouds
615,Itubera,BR,-13.7322,-39.1492,78.46,67,63,6.96,broken clouds
616,Sinop,TR,41.7711,34.8709,53.13,86,0,1.77,clear sky
617,La Palma,US,33.8464,-118.0467,81.1,78,90,1.99,overcast clouds
618,Colombia,CU,20.9881,-77.4297,91.98,50,43,5.75,scattered clouds
619,Muros,ES,42.7762,-9.0603,67.23,86,100,14.07,overcast clouds
620,Gravdal,NO,68.1214,13.5031,51.48,95,100,21.97,overcast clouds
621,Krasnomayskiy,RU,57.6194,34.4099,46.58,96,98,6.96,overcast clouds
622,Tual,ID,-5.6667,132.75,80.55,82,100,13.82,overcast clouds
623,Cabedelo,BR,-6.9811,-34.8339,81.27,78,43,18.92,scattered clouds
624,Santiago Del Estero,AR,-27.7951,-64.2615,95.81,14,0,8.81,clear sky
625,Kempsey,AU,-31.0833,152.8333,53.94,79,100,1.01,overcast clouds
626,Bitung,ID,1.4451,125.1824,76.05,82,41,8.46,scattered clouds
627,San Luis,AR,-33.295,-66.3356,68.88,24,1,17.07,clear sky
628,Puro,PH,12.4841,123.3827,79.97,81,100,3.22,overcast clouds
629,Rawson,AR,-43.3002,-65.1023,56.7,24,4,11.95,clear sky
630,Erenhot,CN,43.6475,111.9767,54.45,36,0,7.31,clear sky
631,Tete,MZ,-16.1564,33.5867,88.3,25,95,6.46,overcast clouds
632,Spornoye,RU,50.8448,37.2913,48.22,86,28,13.78,scattered clouds
633,Mana,GF,5.6592,-53.7767,86.29,66,32,12.03,scattered clouds
634,Conceicao Da Barra,BR,-18.5933,-39.7322,77.16,59,100,11.05,overcast clouds
635,Kano,NG,12.0001,8.5167,82.29,61,0,0.0,clear sky
636,Sabang,ID,5.8933,95.3214,80.74,81,100,23.55,overcast clouds
637,Okhotsk,RU,59.3833,143.3,40.98,65,5,9.6,clear sky
638,North Platte,US,41.1239,-100.7654,90.32,25,0,1.99,clear sky
639,Prainha,BR,-1.8,-53.48,97.25,33,50,6.62,scattered clouds
640,Chany,RU,55.3121,76.7647,34.97,90,99,7.0,overcast clouds
641,Geraldton,AU,-28.7667,114.6,62.13,76,26,4.61,scattered clouds
642,Walvis Bay,NA,-22.9575,14.5053,58.15,82,6,5.75,clear sky
643,Dolzhanskaya,RU,46.6311,37.8039,58.91,68,26,16.17,scattered clouds
644,Nargana,PA,9.4428,-78.5906,83.89,79,100,6.35,overcast clouds
645,Natal,BR,-5.795,-35.2094,84.85,74,75,23.02,broken clouds
646,Asfi,MA,32.2994,-9.2372,71.67,78,100,18.61,overcast clouds
647,Foix,FR,42.8333,1.5833,63.73,87,99,2.01,overcast clouds
648,Mangochi,MW,-14.4782,35.2645,78.39,51,50,5.41,scattered clouds
649,Huarmey,PE,-10.0681,-78.1522,69.17,72,14,10.31,few clouds
650,Terme,TR,41.2092,36.9739,62.96,79,0,4.05,clear sky
651,Kasongo-Lunda,CD,-6.4667,16.8167,75.15,70,96,1.34,light rain
652,Atar,MR,20.5169,-13.0499,102.92,10,63,11.65,broken clouds
653,Poienile De Sub Munte,RO,47.8167,24.4333,53.15,92,19,4.34,few clouds
654,Half Moon Bay,US,37.4636,-122.4286,75.45,71,90,5.75,overcast clouds
655,Nouakchott,MR,18.0858,-15.9785,80.53,74,52,11.77,broken clouds
656,Muisne,EC,0.6,-80.0333,84.31,81,98,13.65,overcast clouds
657,Skjervoy,NO,70.0311,20.9714,53.6,81,100,9.1,overcast clouds
658,Kyshtovka,RU,56.555,76.6271,35.17,88,100,9.28,overcast clouds
659,Bulgan,MN,48.8125,103.5347,34.84,51,79,2.55,broken clouds
660,Salinopolis,BR,-0.6136,-47.3561,83.14,70,100,14.81,overcast clouds
661,Vaitape,PF,-16.5167,-151.75,79.48,76,14,14.38,few clouds
662,Uyuni,BO,-20.4597,-66.825,62.83,6,0,11.07,clear sky
663,Dergaon,IN,26.7,93.9667,79.79,84,11,1.41,few clouds
664,Ostroh,UA,50.3294,26.5143,51.1,76,49,5.5,scattered clouds
665,Anklam,DE,53.8564,13.6897,64.06,71,66,10.96,broken clouds
666,Voskresenskoye,RU,56.8381,45.4317,44.33,93,100,6.38,overcast clouds
667,Monrovia,LR,6.3005,-10.7969,80.37,90,100,8.84,moderate rain
668,Kamaishi,JP,39.2667,141.8833,63.21,76,70,5.84,broken clouds
669,Nalut,LY,30.3333,10.85,86.5,22,100,9.4,overcast clouds
670,Najran,SA,17.4924,44.1277,83.05,19,10,5.5,clear sky
671,Zhigansk,RU,66.7697,123.3711,30.79,93,15,16.22,few clouds
672,Lianzhou,CN,24.7811,112.3825,77.61,80,45,0.96,scattered clouds
673,Mangla,PK,31.8931,72.3817,88.83,39,0,6.82,clear sky
674,Ust-Nera,RU,64.5667,143.2,30.29,88,80,4.88,broken clouds
